Date,Returns
21/05/2012,-0.116425142
22/05/2012,-0.093255284
23/05/2012,0.031748698
24/05/2012,0.031680337
25/05/2012,-0.034496799
28/05/2012,0
29/05/2012,-0.101156128
30/05/2012,-0.022796007
31/05/2012,0.048807056
01/06/2012,-0.065620187
04/06/2012,-0.030027888
05/06/2012,-0.039080946
06/06/2012,0.035729612
07/06/2012,-0.018825857
08/06/2012,0.029584633
11/06/2012,-0.003511694
12/06/2012,0.014520979
13/06/2012,-0.004755817
14/06/2012,0.036721188
15/06/2012,0.059155554
18/06/2012,0.045462374
19/06/2012,0.015824464
20/06/2012,-0.009793657
21/06/2012,0.00756624
22/06/2012,0.037298205
25/06/2012,-0.030412419
26/06/2012,0.031924135
27/06/2012,-0.026635587
28/06/2012,-0.0273645
29/06/2012,-0.008486161
02/07/2012,-0.010474347
03/07/2012,0.013845407
04/07/2012,0
05/07/2012,0.008616616
06/07/2012,0.008227895
09/07/2012,0.013771736
10/07/2012,-0.02199963
11/07/2012,-0.016015717
12/07/2012,-0.005179681
13/07/2012,-0.002925404
16/07/2012,-0.083997458
17/07/2012,-0.00550281
18/07/2012,0.035668117
19/07/2012,-0.003785928
20/07/2012,-0.008310297
23/07/2012,-0.000347766
24/07/2012,-0.010489607
25/07/2012,0.030803612
26/07/2012,-0.088872189
27/07/2012,-0.124393588
30/07/2012,-0.023691216
31/07/2012,-0.064221797
01/08/2012,-0.038981221
02/08/2012,-0.041061487
03/08/2012,0.051068718
06/08/2012,0.038600468
07/08/2012,-0.056300045
08/08/2012,0
09/08/2012,0.013899097
10/08/2012,0.037232504
13/08/2012,-0.009537704
14/08/2012,-0.058139287
15/08/2012,0.039447154
16/08/2012,-0.064790125
17/08/2012,-0.042143955
20/08/2012,0.049215021
21/08/2012,-0.043509543
22/08/2012,0.014508778
23/08/2012,5.14417E-05
24/08/2012,-0.001595923
27/08/2012,-0.01343416
28/08/2012,0.009872774
29/08/2012,-0.012487155
30/08/2012,-0.000602276
31/08/2012,-0.05549726
03/09/2012,0
04/09/2012,-0.018387083
05/09/2012,0.046884016
06/09/2012,0.020245763
07/09/2012,0.001054296
10/09/2012,-0.00899715
11/09/2012,0.03242962
12/09/2012,0.07441305
13/09/2012,-0.010469791
14/09/2012,0.060280931
17/09/2012,-0.022059718
18/09/2012,0.016133099
19/09/2012,0.062908249
20/09/2012,-0.030516753
21/09/2012,0.011881328
24/09/2012,-0.094916556
25/09/2012,-0.024836923
26/09/2012,0.0166263
27/09/2012,-0.014655856
28/09/2012,0.063861619
01/10/2012,0.015120563
02/10/2012,0.012652677
03/10/2012,-0.019955311
04/10/2012,0.005368067
05/10/2012,-0.048425724
08/10/2012,-0.024692613
09/10/2012,-0.008516555
10/10/2012,-0.029450043
11/10/2012,0.005585188
12/10/2012,-0.011811251
15/10/2012,9.73408E-05
16/10/2012,-0.002051283
17/10/2012,0.020325903
18/10/2012,-0.046591878
19/10/2012,0.001316656
22/10/2012,0.016753608
23/10/2012,0.009221878
24/10/2012,0.175025776
25/10/2012,-0.029261815
26/10/2012,-0.027753031
29/10/2012,0
