tab 	er_sites
er_citation_names	er_location_name	er_site_name	site_lat	site_lon
This study	unknown	PI47-1a	48.7	-87.0
This study	unknown	PI47-2a	48.7	-87.0
This study	unknown	PI47-3a	48.7	-87.0
This study	unknown	PI47-4a	48.7	-87.0
This study	unknown	PI47-5a	48.7	-87.0
This study	unknown	PI47-6a	48.7	-87.0
This study	unknown	PI47-7a	48.7	-87.0
This study	unknown	PI47-8a	48.7	-87.0
This study	unknown	PI47-9a	48.7	-87.0
